ListingID,City,RoomType,Bedrooms,Bathrooms,GuestsCapacity,HasWifi,HasAC,DistanceFromCityCenter,PricePerNight
928,Delhi,Shared room,3,1,4,0,1,18.6,10084
929,Bengaluru,Entire home/apt,4,4,2,0,1,2.82,13958
930,Bengaluru,Entire home/apt,4,3,10,1,1,7.23,12822
931,Mumbai,Shared room,2,3,6,1,0,12.82,10979
932,Mumbai,Entire home/apt,1,4,10,1,1,0.67,9207
933,Goa,Private room,4,2,5,0,1,5.32,3506
934,Mumbai,Private room,4,3,5,1,1,15.65,9712
935,Bengaluru,Entire home/apt,2,2,7,0,1,13.6,2998
936,Bengaluru,Private room,3,1,2,0,0,3.29,9295
937,Goa,Shared room,1,3,6,0,0,16.35,12193
938,Mumbai,Shared room,4,3,7,0,1,12.01,18711
939,Delhi,Private room,3,1,6,1,0,14.44,5711
940,Bengaluru,Entire home/apt,5,1,4,1,0,18.94,13260
941,Delhi,Shared room,1,4,9,1,0,18.15,6211
942,Delhi,Entire home/apt,4,1,5,1,0,6.88,604
943,Bengaluru,Shared room,5,2,9,0,0,4.87,13039
944,Delhi,Private room,2,2,5,1,1,4.4,12362
945,Mumbai,Shared room,3,2,7,1,0,11.97,11508
946,Bengaluru,Entire home/apt,5,4,7,0,1,17.67,2208
947,Bengaluru,Shared room,1,4,7,1,0,1.5,14029
948,Mumbai,Entire home/apt,2,4,2,0,0,10.54,5829
949,Goa,Private room,1,2,3,1,1,7.0,13694
950,Bengaluru,Entire home/apt,1,1,6,0,0,14.56,5988
951,Goa,Private room,1,3,3,1,0,19.85,17984
952,Bengaluru,Private room,3,3,2,1,0,12.19,16714
953,Goa,Shared room,4,3,8,1,1,13.93,4437
954,Delhi,Entire home/apt,3,1,5,1,1,12.4,7166
955,Goa,Shared room,1,3,7,0,1,11.93,2091
956,Mumbai,Shared room,4,3,8,1,0,8.71,19483
957,Goa,Private room,1,1,8,0,0,16.88,5352
958,Delhi,Entire home/apt,1,2,7,0,1,4.91,3617
959,Goa,Shared room,1,4,3,1,1,11.46,14720
960,Delhi,Private room,2,2,10,0,1,15.28,18623
961,Bengaluru,Entire home/apt,5,4,9,0,1,3.95,11550
962,Mumbai,Entire home/apt,5,1,5,1,1,5.84,8565
963,Mumbai,Entire home/apt,4,3,6,1,1,3.71,1439
964,Delhi,Shared room,1,4,4,1,1,15.04,9939
965,Mumbai,Shared room,5,2,5,0,0,16.12,17420
966,Mumbai,Private room,1,3,3,0,1,1.62,13855
967,Mumbai,Private room,2,4,8,0,1,10.58,2274
968,Bengaluru,Entire home/apt,2,3,1,0,1,17.02,4930
969,Delhi,Shared room,5,2,1,1,1,14.52,14338
970,Goa,Shared room,2,3,2,1,1,5.77,7747
971,Goa,Private room,3,4,5,0,1,3.02,9129
972,Mumbai,Shared room,5,4,7,1,1,17.08,3787
973,Bengaluru,Shared room,3,3,5,0,1,8.72,17719
974,Goa,Entire home/apt,3,4,8,1,0,5.86,8767
975,Delhi,Private room,4,2,4,0,1,10.8,18477
976,Goa,Entire home/apt,1,4,9,1,1,13.16,4115
977,Goa,Private room,2,4,1,1,0,12.01,10078
978,Delhi,Entire home/apt,4,3,10,1,0,2.33,7679
979,Bengaluru,Shared room,5,3,2,0,0,13.4,1564
980,Mumbai,Private room,5,1,1,1,0,16.89,1847
981,Bengaluru,Entire home/apt,5,2,10,1,1,3.25,17388
982,Delhi,Entire home/apt,5,4,9,1,0,2.54,16734
983,Bengaluru,Private room,4,4,10,0,1,12.65,11876
984,Goa,Entire home/apt,2,3,3,1,1,1.93,3518
985,Delhi,Private room,2,3,8,1,1,8.95,6813
986,Goa,Entire home/apt,3,2,9,1,0,15.39,18349
987,Mumbai,Shared room,4,3,1,1,0,18.24,5314
988,Goa,Private room,2,4,3,1,1,18.07,17892
989,Mumbai,Shared room,4,1,10,1,1,5.24,17805
990,Delhi,Shared room,3,2,1,1,0,6.47,8603
991,Bengaluru,Shared room,3,4,1,0,1,19.85,19470
992,Delhi,Private room,1,2,9,0,0,14.42,13894
993,Mumbai,Private room,3,3,10,1,0,5.52,14721
994,Mumbai,Shared room,4,1,10,0,0,11.95,15138
995,Mumbai,Private room,1,2,9,0,1,13.8,615
996,Goa,Private room,4,1,10,1,1,10.98,1687
997,Goa,Private room,2,1,7,1,0,8.44,11970
998,Mumbai,Entire home/apt,2,3,3,0,1,3.13,18106
999,Delhi,Shared room,4,2,10,1,1,14.54,6442
1000,Bengaluru,Private room,2,2,4,1,0,9.09,15120
